EntryID,Ecosystem,Common Name,Scientific Name,Count,Year
10008797,Grassland,Bermudagrass,Rumex crispus,272,2007
10010973,Agricultural Field,Knapweed,Lamium amplexicaule,382,2022
10054224,Forest,Quackgrass,Stellaria media,266,1997
10056919,Wetland,Quackgrass,Stellaria media,15,2011
10091700,Grassland,Bermudagrass,Ambrosia artemisiifolia,88,2016
10053532,Forest,Crabgrass,Rumex crispus,439,2018
10066370,Forest,Knapweed,Ambrosia artemisiifolia,366,1993
10014364,Forest,Ragweed,Digitaria sanguinalis,414,2016
10051641,Urban,Nutsedge,Setaria faberi,203,2019
10094347,Grassland,Crabgrass,Rumex crispus,312,1992
10046626,Urban,Quackgrass,Convolvulus arvensis,108,2016
10001230,Grassland,Bermudagrass,Lamium amplexicaule,77,2000
10070348,Grassland,Goosegrass,Rumex crispus,57,2002
10028578,Urban,Pigweed,Stellaria media,271,1998
10086218,Grassland,Nutsedge,Ambrosia artemisiifolia,237,1999
10006598,Wetland,Goosegrass,Elymus repens,223,2011
10063400,Wetland,Ragweed,Eleusine indica,272,2004
10093677,Forest,Dandelion,Stellaria media,334,2013
10070624,Wetland,Foxtail,Convolvulus arvensis,134,2011
10001929,Wetland,Foxtail,Cyperus esculentus,261,1991
10083843,Urban,Groundsel,Cynodon dactylon,444,1993
10036408,Agricultural Field,Plantain,Convolvulus arvensis,207,2011
10060057,Wetland,Milkweed,Elymus repens,81,2007
10015838,Agricultural Field,Foxtail,Elymus repens,396,2021
10097774,Agricultural Field,Crabgrass,Digitaria sanguinalis,280,2011
10085634,Urban,Pigweed,Elymus repens,378,1999
10067740,Urban,Quackgrass,Taraxacum officinale,87,2003
10006123,Agricultural Field,Pigweed,Convolvulus arvensis,437,2006
10000655,Agricultural Field,Groundsel,Eleusine indica,217,1993
10047756,Grassland,Clover,Cynodon dactylon,59,2010
10094170,Urban,Dock,Taraxacum officinale,28,2016
10021481,Urban,Bindweed,Cirsium arvense,235,1997
10065959,Grassland,Quackgrass,Taraxacum officinale,293,1992
10059857,Wetland,Henbit,Taraxacum officinale,375,1994
10042882,Agricultural Field,Knapweed,Centaurea stoebe,475,1997
10037068,Urban,Groundsel,Chenopodium album,316,2013
10068352,Agricultural Field,Groundsel,Chenopodium album,388,2014
10069845,Urban,Nutsedge,Asclepias syriaca,152,2016
10080140,Urban,Ragweed,Chenopodium album,88,2002
10066924,Wetland,Bindweed,Amaranthus retroflexus,302,2001
10035426,Urban,Groundsel,Eleusine indica,31,2008
10050778,Agricultural Field,Goosegrass,Senecio vulgaris,291,2020
10010068,Urban,Lambsquarters,Stellaria media,144,2023
10013267,Grassland,Plantain,Plantago major,130,1994
10075290,Wetland,Milkweed,Ambrosia artemisiifolia,15,1994
10002626,Agricultural Field,Pigweed,Cynodon dactylon,445,2017
10020708,Wetland,Nutsedge,Rumex crispus,249,2000
10053492,Urban,Chickweed,Digitaria sanguinalis,148,2002
10050843,Urban,Pigweed,Senecio vulgaris,348,2013
10007690,Wetland,Goosegrass,Convolvulus arvensis,152,2018
10038136,Wetland,Plantain,Amaranthus retroflexus,54,2004
10015015,Agricultural Field,Plantain,Rumex crispus,36,2010
10079029,Wetland,Milkweed,Trifolium repens,404,2012
10059859,Forest,Dandelion,Trifolium repens,78,2012
10081074,Wetland,Groundsel,Cirsium arvense,77,2004
10074314,Wetland,Thistle,Setaria faberi,40,2006
10078975,Grassland,Knapweed,Plantago major,208,2002
10088099,Wetland,Bindweed,Senecio vulgaris,373,2005
10043317,Agricultural Field,Groundsel,Cynodon dactylon,101,2005
10042763,Grassland,Dock,Lamium amplexicaule,118,1991
10028202,Urban,Ragweed,Centaurea stoebe,214,2002
10011179,Agricultural Field,Quackgrass,Convolvulus arvensis,302,2009
10092345,Agricultural Field,Nutsedge,Stellaria media,349,1994
10047342,Forest,Groundsel,Stellaria media,121,1995
10096793,Urban,Pigweed,Digitaria sanguinalis,413,2020
10011973,Forest,Bermudagrass,Lamium amplexicaule,71,1992
10010138,Wetland,Dock,Senecio vulgaris,493,2019
10008416,Agricultural Field,Bindweed,Cyperus esculentus,274,2018
10044520,Grassland,Bindweed,Elymus repens,352,2000
10081479,Grassland,Chickweed,Senecio vulgaris,497,2023
10043379,Urban,Goosegrass,Asclepias syriaca,304,2013
10007308,Forest,Henbit,Chenopodium album,180,2007
10045909,Urban,Quackgrass,Trifolium repens,123,1997
10020048,Urban,Lambsquarters,Stellaria media,94,2004
10051199,Wetland,Pigweed,Trifolium repens,308,2008
10043304,Urban,Clover,Senecio vulgaris,184,2019
10076899,Agricultural Field,Groundsel,Senecio vulgaris,116,2005
10011538,Wetland,Goosegrass,Rumex crispus,30,2016
10049682,Agricultural Field,Groundsel,Setaria faberi,382,2006
10065142,Wetland,Plantain,Rumex crispus,320,1991
10061851,Agricultural Field,Dandelion,Taraxacum officinale,393,2013
10076193,Grassland,Milkweed,Cynodon dactylon,110,2017
10091831,Agricultural Field,Clover,Stellaria media,161,2023
10043486,Forest,Bindweed,Amaranthus retroflexus,287,2017
10072606,Grassland,Clover,Ambrosia artemisiifolia,45,2019
10073410,Agricultural Field,Nutsedge,Taraxacum officinale,470,1993
10084909,Urban,Dandelion,Stellaria media,106,1995
10023550,Urban,Pigweed,Plantago major,278,2023
10013371,Grassland,Dandelion,Amaranthus retroflexus,161,1999
10008483,Grassland,Dandelion,Cirsium arvense,364,1991
10064554,Grassland,Ragweed,Cirsium arvense,465,2022
10041216,Agricultural Field,Plantain,Taraxacum officinale,218,2008
10080556,Agricultural Field,Ragweed,Cynodon dactylon,66,2012
10094477,Wetland,Pigweed,Eleusine indica,179,2017
10015592,Wetland,Lambsquarters,Asclepias syriaca,492,1995
10085203,Forest,Bermudagrass,Amaranthus retroflexus,90,1998
10089276,Agricultural Field,Ragweed,Eleusine indica,156,2001
10053438,Wetland,Ragweed,Amaranthus retroflexus,392,2016
10076335,Urban,Clover,Cynodon dactylon,168,1997
10020893,Forest,Nutsedge,Digitaria sanguinalis,266,2014
10029309,Grassland,Milkweed,Cynodon dactylon,478,2008
10003320,Forest,Foxtail,Amaranthus retroflexus,464,1994
10029614,Wetland,Thistle,Taraxacum officinale,190,1998
10023736,Agricultural Field,Goosegrass,Amaranthus retroflexus,418,2011
10054361,Agricultural Field,Chickweed,Rumex crispus,374,2010
10072700,Grassland,Dandelion,Digitaria sanguinalis,8,2023
10037429,Wetland,Milkweed,Cynodon dactylon,489,2019
10068733,Forest,Thistle,Convolvulus arvensis,204,2003
10041748,Agricultural Field,Chickweed,Convolvulus arvensis,54,1993
10040252,Urban,Milkweed,Cirsium arvense,359,2021
10024743,Urban,Ragweed,Amaranthus retroflexus,225,2014
10041608,Forest,Bindweed,Convolvulus arvensis,475,2007
10030891,Grassland,Thistle,Chenopodium album,137,2009
10022443,Grassland,Lambsquarters,Elymus repens,103,2015
10030845,Forest,Crabgrass,Chenopodium album,204,2007
10053264,Wetland,Foxtail,Cyperus esculentus,467,1999
10051468,Forest,Groundsel,Cyperus esculentus,106,2022
10089468,Urban,Plantain,Stellaria media,341,2009
10031778,Grassland,Pigweed,Chenopodium album,50,2007
10036888,Wetland,Chickweed,Digitaria sanguinalis,390,2007
10001363,Agricultural Field,Crabgrass,Chenopodium album,189,2020
10092688,Grassland,Crabgrass,Senecio vulgaris,57,2020
10072015,Grassland,Milkweed,Rumex crispus,38,2008
10088665,Grassland,Clover,Setaria faberi,95,2011
10086442,Forest,Crabgrass,Centaurea stoebe,282,2001
10089399,Grassland,Henbit,Eleusine indica,102,2009
10016137,Wetland,Knapweed,Eleusine indica,283,1990
10052468,Grassland,Thistle,Taraxacum officinale,265,2021
10012686,Agricultural Field,Goosegrass,Senecio vulgaris,396,1993
10025556,Agricultural Field,Plantain,Taraxacum officinale,366,2005
10088011,Urban,Clover,Cirsium arvense,298,2001
10044808,Urban,Plantain,Centaurea stoebe,128,2020
10038243,Agricultural Field,Ragweed,Convolvulus arvensis,201,2017
10042449,Wetland,Dandelion,Convolvulus arvensis,331,2002
10049197,Forest,Nutsedge,Plantago major,54,2020
10068106,Forest,Foxtail,Rumex crispus,460,2021
10075479,Forest,Henbit,Lamium amplexicaule,295,2019
10075922,Wetland,Goosegrass,Rumex crispus,41,2006
10022273,Urban,Nutsedge,Ambrosia artemisiifolia,418,2008
10081029,Agricultural Field,Knapweed,Trifolium repens,4,2005
10085976,Urban,Milkweed,Eleusine indica,471,1991
10058159,Forest,Dandelion,Ambrosia artemisiifolia,457,2005
10035475,Urban,Bindweed,Lamium amplexicaule,117,2011
10004765,Agricultural Field,Plantain,Rumex crispus,310,1991
10045992,Forest,Knapweed,Trifolium repens,422,2001
10054068,Urban,Clover,Cynodon dactylon,41,2008
10031158,Agricultural Field,Chickweed,Stellaria media,188,2011
10000968,Grassland,Nutsedge,Asclepias syriaca,365,2020
10027254,Agricultural Field,Ragweed,Convolvulus arvensis,382,2007
10092827,Agricultural Field,Bermudagrass,Ambrosia artemisiifolia,353,2002
10091335,Grassland,Dandelion,Trifolium repens,212,1999
10004238,Wetland,Chickweed,Rumex crispus,92,1996
10080921,Urban,Crabgrass,Senecio vulgaris,389,1994
10032702,Forest,Bermudagrass,Trifolium repens,188,2008
10027771,Urban,Bindweed,Asclepias syriaca,340,1991
10089765,Wetland,Bermudagrass,Ambrosia artemisiifolia,423,2013
10035049,Forest,Lambsquarters,Chenopodium album,477,1997
10068587,Urban,Dandelion,Rumex crispus,127,2005
10026745,Forest,Lambsquarters,Trifolium repens,147,1993
10062679,Agricultural Field,Ragweed,Lamium amplexicaule,223,2023
10023831,Grassland,Goosegrass,Chenopodium album,463,2009
10059816,Forest,Dock,Amaranthus retroflexus,116,1997
10029012,Grassland,Henbit,Rumex crispus,499,2020
10033794,Forest,Knapweed,Digitaria sanguinalis,167,2023
10030241,Wetland,Quackgrass,Plantago major,420,2022
10029772,Agricultural Field,Dandelion,Plantago major,409,1995
10001220,Forest,Ragweed,Centaurea stoebe,94,1992
10026544,Wetland,Milkweed,Cirsium arvense,448,2002
10084113,Agricultural Field,Pigweed,Asclepias syriaca,130,2007
10020962,Grassland,Pigweed,Trifolium repens,419,2019
10066722,Wetland,Dock,Cirsium arvense,455,2001
10005852,Grassland,Henbit,Convolvulus arvensis,457,1991
10063469,Urban,Ragweed,Convolvulus arvensis,345,1994
10049367,Forest,Nutsedge,Eleusine indica,196,2008
10070820,Wetland,Plantain,Cirsium arvense,275,2019
10028355,Grassland,Nutsedge,Rumex crispus,206,2017
10070798,Agricultural Field,Ragweed,Lamium amplexicaule,411,2018
10023316,Grassland,Goosegrass,Cyperus esculentus,163,1994
10055394,Agricultural Field,Foxtail,Cynodon dactylon,429,1997
10024619,Forest,Goosegrass,Plantago major,94,1998
10063636,Agricultural Field,Quackgrass,Senecio vulgaris,309,1995
10004773,Agricultural Field,Nutsedge,Plantago major,284,1990
10054311,Wetland,Bermudagrass,Trifolium repens,428,1996
10062470,Grassland,Ragweed,Senecio vulgaris,108,1990
10088660,Grassland,Crabgrass,Cirsium arvense,97,2012
10011938,Agricultural Field,Dock,Ambrosia artemisiifolia,221,1996
10071712,Urban,Bindweed,Digitaria sanguinalis,197,1991
10062194,Agricultural Field,Dandelion,Cyperus esculentus,293,1990
10095709,Wetland,Pigweed,Cynodon dactylon,454,2010
10069383,Wetland,Plantain,Cyperus esculentus,195,1995
10058914,Agricultural Field,Ragweed,Lamium amplexicaule,25,2015
10004024,Urban,Plantain,Amaranthus retroflexus,282,1990
10023133,Agricultural Field,Quackgrass,Centaurea stoebe,269,1994
10083133,Forest,Plantain,Centaurea stoebe,85,2018
10025583,Urban,Plantain,Asclepias syriaca,416,2009
10008961,Forest,Henbit,Ambrosia artemisiifolia,156,1999
10010869,Forest,Clover,Cyperus esculentus,210,1995
10033121,Urban,Foxtail,Rumex crispus,115,2020
10002224,Urban,Crabgrass,Amaranthus retroflexus,261,2014
10086430,Wetland,Clover,Plantago major,30,2018
10003487,Forest,Nutsedge,Plantago major,411,2010
10036204,Wetland,Clover,Plantago major,241,1994
10054682,Agricultural Field,Nutsedge,Cirsium arvense,275,2006
10039329,Urban,Chickweed,Convolvulus arvensis,402,1991
10091330,Agricultural Field,Milkweed,Cynodon dactylon,228,2007
10026757,Wetland,Lambsquarters,Convolvulus arvensis,200,2011
10001300,Agricultural Field,Dock,Taraxacum officinale,405,2010
10029767,Forest,Crabgrass,Taraxacum officinale,445,2015
10041587,Agricultural Field,Nutsedge,Taraxacum officinale,12,2001
10018874,Forest,Knapweed,Asclepias syriaca,67,2007
10072661,Wetland,Dandelion,Elymus repens,228,1997
10036624,Forest,Crabgrass,Digitaria sanguinalis,314,2015
10038611,Forest,Lambsquarters,Cyperus esculentus,403,2013
10031525,Urban,Groundsel,Elymus repens,297,1993
10081085,Wetland,Chickweed,Asclepias syriaca,481,2016
10029238,Wetland,Bindweed,Taraxacum officinale,175,2013
10013949,Grassland,Groundsel,Chenopodium album,360,2003
10081583,Wetland,Dandelion,Plantago major,268,2003
10037283,Agricultural Field,Chickweed,Rumex crispus,165,1990
10084907,Wetland,Nutsedge,Ambrosia artemisiifolia,217,2000
10064720,Forest,Foxtail,Setaria faberi,250,2010
10060032,Forest,Clover,Amaranthus retroflexus,480,1998
10047710,Agricultural Field,Nutsedge,Chenopodium album,451,2011
10063238,Urban,Quackgrass,Chenopodium album,140,1997
10058797,Grassland,Thistle,Cyperus esculentus,179,2017
10079882,Urban,Dandelion,Digitaria sanguinalis,306,2004
10068982,Grassland,Milkweed,Plantago major,169,2018
10060130,Grassland,Ragweed,Plantago major,460,1999
10093840,Agricultural Field,Plantain,Trifolium repens,151,1999
10031716,Wetland,Lambsquarters,Taraxacum officinale,165,2001
10029171,Grassland,Ragweed,Taraxacum officinale,99,1999
10096397,Urban,Chickweed,Cyperus esculentus,257,2002
10007321,Wetland,Milkweed,Convolvulus arvensis,305,2001
10090009,Forest,Lambsquarters,Chenopodium album,204,2001
10058172,Urban,Chickweed,Convolvulus arvensis,447,1998
10096402,Urban,Lambsquarters,Digitaria sanguinalis,448,2013
10065339,Wetland,Foxtail,Cyperus esculentus,238,2002
10039732,Forest,Dandelion,Setaria faberi,262,1996
10005204,Agricultural Field,Thistle,Taraxacum officinale,348,1991
10070927,Wetland,Dandelion,Trifolium repens,155,1997
10017641,Forest,Milkweed,Lamium amplexicaule,257,2015
10006668,Grassland,Chickweed,Cyperus esculentus,56,2020
10015766,Urban,Crabgrass,Cynodon dactylon,162,2004
10058852,Urban,Knapweed,Rumex crispus,385,2008
10022991,Agricultural Field,Ragweed,Centaurea stoebe,54,2013
10036497,Wetland,Crabgrass,Elymus repens,345,1998
10067128,Urban,Quackgrass,Convolvulus arvensis,93,1991
10015330,Grassland,Thistle,Centaurea stoebe,164,1999
10054218,Grassland,Plantain,Stellaria media,461,2015
10095745,Grassland,Dock,Asclepias syriaca,455,2017
10022238,Urban,Clover,Cyperus esculentus,407,2003
10058193,Urban,Chickweed,Cirsium arvense,362,2009
10026094,Grassland,Clover,Chenopodium album,204,2018
10011016,Grassland,Pigweed,Stellaria media,164,1998
10089769,Forest,Ragweed,Cynodon dactylon,283,2006
10033677,Urban,Henbit,Cirsium arvense,63,1998
10033493,Urban,Milkweed,Eleusine indica,335,2000
10065530,Urban,Knapweed,Senecio vulgaris,123,2006
10062622,Grassland,Crabgrass,Amaranthus retroflexus,219,1997
10095246,Agricultural Field,Ragweed,Plantago major,420,2008
10058842,Urban,Plantain,Centaurea stoebe,312,2001
10009804,Forest,Crabgrass,Trifolium repens,256,2003
10024738,Forest,Lambsquarters,Trifolium repens,181,1995
10047254,Grassland,Bindweed,Cynodon dactylon,244,1991
10094911,Wetland,Dandelion,Chenopodium album,233,2023
10043383,Forest,Clover,Eleusine indica,138,2001
10081189,Wetland,Groundsel,Eleusine indica,455,2010
10050667,Agricultural Field,Pigweed,Amaranthus retroflexus,205,2022
10083455,Wetland,Dock,Chenopodium album,179,2020
10067032,Agricultural Field,Dandelion,Lamium amplexicaule,415,2018
10036483,Urban,Milkweed,Trifolium repens,398,2019
10045167,Wetland,Nutsedge,Senecio vulgaris,348,1992
10036340,Urban,Thistle,Cyperus esculentus,472,2008
10027654,Grassland,Henbit,Cirsium arvense,79,2022
10023139,Wetland,Lambsquarters,Digitaria sanguinalis,162,2016
10081932,Wetland,Nutsedge,Eleusine indica,14,1993
10016256,Agricultural Field,Plantain,Cynodon dactylon,196,2020
10003306,Wetland,Foxtail,Centaurea stoebe,81,2013
10048852,Agricultural Field,Foxtail,Taraxacum officinale,261,2001
10054799,Urban,Bindweed,Ambrosia artemisiifolia,468,2012
10025659,Urban,Quackgrass,Eleusine indica,167,2011
10027727,Agricultural Field,Knapweed,Setaria faberi,11,2015
10024958,Agricultural Field,Plantain,Setaria faberi,450,2007
10068281,Forest,Ragweed,Chenopodium album,298,2015
10048723,Grassland,Quackgrass,Lamium amplexicaule,352,2003
10038830,Urban,Ragweed,Eleusine indica,316,2002
10089899,Urban,Chickweed,Plantago major,369,2017
10053617,Wetland,Chickweed,Trifolium repens,24,2023
10048408,Forest,Crabgrass,Asclepias syriaca,450,2019
10048964,Forest,Bermudagrass,Stellaria media,454,2002
10027333,Wetland,Goosegrass,Eleusine indica,36,2006
10007571,Grassland,Pigweed,Elymus repens,85,2003
10001556,Wetland,Pigweed,Convolvulus arvensis,169,2004
10013305,Agricultural Field,Thistle,Lamium amplexicaule,227,2023
10075901,Grassland,Crabgrass,Taraxacum officinale,364,1991
10040985,Agricultural Field,Lambsquarters,Trifolium repens,11,2020
10051525,Agricultural Field,Bindweed,Eleusine indica,432,2015
10015871,Forest,Dandelion,Asclepias syriaca,222,2012
10030212,Wetland,Dock,Lamium amplexicaule,300,2000
10064345,Forest,Quackgrass,Ambrosia artemisiifolia,159,2000
10091296,Forest,Goosegrass,Senecio vulgaris,172,2020
10013783,Wetland,Bindweed,Digitaria sanguinalis,74,2009
10081702,Forest,Goosegrass,Taraxacum officinale,201,1994
10081785,Wetland,Bermudagrass,Cynodon dactylon,325,1990
10081522,Grassland,Crabgrass,Plantago major,345,2003
10028964,Forest,Goosegrass,Cyperus esculentus,476,1991
10071066,Urban,Lambsquarters,Cyperus esculentus,103,2009
10007804,Grassland,Clover,Senecio vulgaris,261,2019
10095798,Agricultural Field,Clover,Taraxacum officinale,335,1994
10020594,Forest,Lambsquarters,Lamium amplexicaule,192,1997
10055769,Wetland,Quackgrass,Asclepias syriaca,117,2004
10096973,Wetland,Plantain,Stellaria media,381,2006
10007701,Agricultural Field,Dock,Senecio vulgaris,41,2015
10027169,Agricultural Field,Nutsedge,Cyperus esculentus,87,2019
10037909,Grassland,Groundsel,Setaria faberi,23,1999
10025100,Grassland,Foxtail,Digitaria sanguinalis,93,2017
10029962,Agricultural Field,Foxtail,Asclepias syriaca,227,1999
10034237,Agricultural Field,Goosegrass,Plantago major,261,2002
10093691,Grassland,Dandelion,Taraxacum officinale,33,2015
10021715,Agricultural Field,Plantain,Eleusine indica,208,2019
10070998,Agricultural Field,Foxtail,Cynodon dactylon,289,2010
10079360,Wetland,Groundsel,Cyperus esculentus,20,2023
10016488,Agricultural Field,Pigweed,Asclepias syriaca,391,2019
10054682,Urban,Crabgrass,Amaranthus retroflexus,136,1998
10097417,Wetland,Lambsquarters,Digitaria sanguinalis,7,2012
10045031,Forest,Knapweed,Cynodon dactylon,400,1998
10006909,Urban,Chickweed,Cynodon dactylon,19,2000
10068185,Wetland,Knapweed,Cynodon dactylon,414,1992
10062054,Grassland,Crabgrass,Amaranthus retroflexus,454,2023
10024455,Grassland,Clover,Convolvulus arvensis,498,2020
10049492,Wetland,Foxtail,Amaranthus retroflexus,221,2013
10097566,Urban,Milkweed,Setaria faberi,274,2019
10046663,Agricultural Field,Groundsel,Cynodon dactylon,97,2005
10008796,Forest,Plantain,Stellaria media,317,2017
10042041,Agricultural Field,Goosegrass,Eleusine indica,14,1997
10004436,Urban,Thistle,Stellaria media,500,2006
10071696,Forest,Nutsedge,Setaria faberi,36,2000
10045507,Agricultural Field,Chickweed,Eleusine indica,28,2003
10063728,Wetland,Foxtail,Amaranthus retroflexus,408,2000
10001984,Agricultural Field,Dandelion,Rumex crispus,259,2013
10030886,Forest,Foxtail,Taraxacum officinale,21,1998
10009351,Wetland,Clover,Amaranthus retroflexus,54,2021
10073898,Agricultural Field,Bermudagrass,Ambrosia artemisiifolia,332,2019
10010578,Agricultural Field,Pigweed,Convolvulus arvensis,136,1995
10062220,Urban,Dock,Cirsium arvense,373,1992
10030430,Agricultural Field,Henbit,Lamium amplexicaule,231,2012
10028215,Forest,Knapweed,Trifolium repens,318,2021
10032787,Urban,Bindweed,Eleusine indica,123,1995
10093976,Urban,Plantain,Cyperus esculentus,193,2018
10020091,Agricultural Field,Bindweed,Digitaria sanguinalis,165,1993
10003089,Wetland,Crabgrass,Convolvulus arvensis,358,1990
10048562,Agricultural Field,Dock,Cyperus esculentus,310,2000
10078835,Agricultural Field,Quackgrass,Elymus repens,207,2015
10019354,Urban,Thistle,Cynodon dactylon,270,1997
10057046,Forest,Bermudagrass,Cyperus esculentus,151,2018
10012606,Forest,Milkweed,Amaranthus retroflexus,463,2019
10063117,Wetland,Bermudagrass,Cyperus esculentus,463,2006
10073437,Urban,Henbit,Plantago major,291,1993
10078977,Urban,Henbit,Cirsium arvense,107,1998
10027526,Grassland,Chickweed,Elymus repens,110,2001
10008220,Grassland,Henbit,Amaranthus retroflexus,422,2006
10003853,Urban,Dandelion,Chenopodium album,139,1994
10094094,Grassland,Bermudagrass,Asclepias syriaca,405,2004
10075352,Forest,Foxtail,Elymus repens,181,2021
10029361,Wetland,Foxtail,Trifolium repens,331,2007
10097449,Forest,Goosegrass,Amaranthus retroflexus,460,1991
10055206,Forest,Bindweed,Setaria faberi,264,2004
10055238,Urban,Plantain,Cirsium arvense,41,2001
10041232,Grassland,Lambsquarters,Amaranthus retroflexus,291,1999
10027435,Wetland,Goosegrass,Asclepias syriaca,274,1991
10061185,Agricultural Field,Crabgrass,Eleusine indica,474,2011
10017060,Agricultural Field,Foxtail,Digitaria sanguinalis,87,2017
10049469,Agricultural Field,Dock,Setaria faberi,35,1992
10089968,Urban,Dock,Eleusine indica,161,2017
10003802,Wetland,Lambsquarters,Senecio vulgaris,333,1993
10027494,Wetland,Groundsel,Centaurea stoebe,448,1991
10050583,Wetland,Bermudagrass,Stellaria media,84,1996
10055247,Grassland,Clover,Eleusine indica,354,1991
10053029,Wetland,Quackgrass,Eleusine indica,384,2002
10074683,Agricultural Field,Ragweed,Centaurea stoebe,391,1990
10095806,Wetland,Groundsel,Elymus repens,239,2008
10043750,Grassland,Groundsel,Setaria faberi,245,1995
10078134,Forest,Milkweed,Lamium amplexicaule,61,2001
10026966,Wetland,Groundsel,Cynodon dactylon,365,2000
10016998,Forest,Bermudagrass,Stellaria media,186,2000
10036493,Wetland,Knapweed,Rumex crispus,393,1992
10003306,Wetland,Plantain,Digitaria sanguinalis,81,2001
10083799,Wetland,Dock,Cirsium arvense,330,2011
10088133,Wetland,Bindweed,Ambrosia artemisiifolia,409,2018
10079679,Agricultural Field,Foxtail,Senecio vulgaris,471,1998
10028640,Grassland,Chickweed,Convolvulus arvensis,155,1996
10075934,Grassland,Milkweed,Centaurea stoebe,12,2015
10055422,Forest,Plantain,Rumex crispus,57,2009
10082205,Urban,Pigweed,Plantago major,462,1990
10052226,Forest,Foxtail,Stellaria media,490,2013
10020292,Urban,Henbit,Stellaria media,439,2003
10011194,Grassland,Clover,Stellaria media,443,2015
10039208,Forest,Milkweed,Trifolium repens,217,2023
10050452,Forest,Crabgrass,Cirsium arvense,456,1999
10020493,Wetland,Bermudagrass,Chenopodium album,289,2018
10088185,Urban,Milkweed,Stellaria media,130,2010
10008388,Grassland,Nutsedge,Eleusine indica,300,2021
10023061,Agricultural Field,Goosegrass,Chenopodium album,271,1992
10004406,Wetland,Quackgrass,Convolvulus arvensis,29,1999
10087345,Urban,Milkweed,Chenopodium album,478,2008
10018840,Agricultural Field,Pigweed,Asclepias syriaca,374,1993
10034449,Wetland,Lambsquarters,Chenopodium album,351,1999
10026423,Forest,Goosegrass,Cyperus esculentus,120,2011
10015988,Urban,Chickweed,Taraxacum officinale,341,2000
10096742,Urban,Thistle,Elymus repens,17,2020
10016408,Forest,Dock,Setaria faberi,137,2002
10045748,Agricultural Field,Bindweed,Cirsium arvense,59,2004
10040596,Agricultural Field,Bindweed,Chenopodium album,122,2016
10018340,Urban,Milkweed,Plantago major,164,2003
10058792,Agricultural Field,Crabgrass,Elymus repens,115,1996
10096913,Grassland,Thistle,Elymus repens,328,1994
10013220,Grassland,Clover,Elymus repens,398,1993
10064916,Forest,Goosegrass,Centaurea stoebe,73,2022
10018252,Agricultural Field,Thistle,Stellaria media,132,2015
10045100,Grassland,Pigweed,Trifolium repens,230,2017
10085373,Wetland,Milkweed,Chenopodium album,34,1991
10030837,Urban,Bermudagrass,Amaranthus retroflexus,94,2005
10031612,Wetland,Knapweed,Stellaria media,484,2019
10062452,Agricultural Field,Dandelion,Lamium amplexicaule,435,2013
10065633,Grassland,Dock,Stellaria media,500,2011
10062593,Wetland,Foxtail,Centaurea stoebe,421,2008
10077467,Grassland,Ragweed,Centaurea stoebe,266,2019
10022461,Agricultural Field,Dock,Rumex crispus,246,2013
10034586,Agricultural Field,Thistle,Centaurea stoebe,181,2003
10004875,Grassland,Henbit,Trifolium repens,74,2012
10055984,Agricultural Field,Dandelion,Stellaria media,416,2000
10024669,Agricultural Field,Thistle,Eleusine indica,451,2003
10080715,Wetland,Dandelion,Amaranthus retroflexus,260,2006
10022337,Wetland,Chickweed,Cyperus esculentus,54,2011
10034964,Forest,Quackgrass,Chenopodium album,267,2003
10012223,Grassland,Knapweed,Cirsium arvense,418,2021
10029555,Urban,Milkweed,Cirsium arvense,310,2000
10039945,Urban,Pigweed,Trifolium repens,116,2022
10043102,Grassland,Clover,Senecio vulgaris,335,2019
10049501,Wetland,Lambsquarters,Lamium amplexicaule,124,1997
10095055,Wetland,Milkweed,Setaria faberi,374,2007
10071554,Agricultural Field,Nutsedge,Taraxacum officinale,169,2011
10080234,Urban,Bindweed,Cirsium arvense,442,1992
10062496,Urban,Knapweed,Convolvulus arvensis,195,1991
10017489,Forest,Knapweed,Lamium amplexicaule,387,1997
10083668,Agricultural Field,Bermudagrass,Digitaria sanguinalis,54,1999
10005172,Wetland,Thistle,Digitaria sanguinalis,58,1998
10059558,Wetland,Quackgrass,Stellaria media,335,2017
10039773,Wetland,Knapweed,Elymus repens,370,2013
10019965,Wetland,Crabgrass,Cirsium arvense,79,2015
10022493,Forest,Bermudagrass,Setaria faberi,142,1994
10069237,Urban,Milkweed,Rumex crispus,470,2022
10088304,Grassland,Thistle,Setaria faberi,254,2012
10030390,Urban,Ragweed,Convolvulus arvensis,300,2002
10065301,Agricultural Field,Pigweed,Senecio vulgaris,210,2010
10076294,Wetland,Dandelion,Eleusine indica,85,1998
10064464,Agricultural Field,Quackgrass,Elymus repens,200,2016
10008023,Grassland,Thistle,Digitaria sanguinalis,495,2007
10016739,Forest,Quackgrass,Digitaria sanguinalis,111,2017
10078612,Urban,Quackgrass,Amaranthus retroflexus,321,2003
10087423,Wetland,Thistle,Cynodon dactylon,203,1997
10011451,Wetland,Chickweed,Ambrosia artemisiifolia,293,2007
10075683,Grassland,Knapweed,Taraxacum officinale,52,2022
10056801,Urban,Dandelion,Rumex crispus,161,1998
10006205,Agricultural Field,Nutsedge,Setaria faberi,414,2005
10024601,Agricultural Field,Goosegrass,Cyperus esculentus,48,2021
10087623,Agricultural Field,Knapweed,Senecio vulgaris,54,2008
10050251,Agricultural Field,Milkweed,Cyperus esculentus,318,2013
10077917,Grassland,Bindweed,Centaurea stoebe,333,2006
